exp_name, exp_version, class_name,jaccard_train, jaccard_val, accuracy_train, accuracy_val, jaccard_test, accuracy_test
clinkers_svm,1,clinkers,0.03738011772694053,0.07525762108679925,0.8481855392456055,0.8969110761369977,0.03605072265560892,0.663909912109375
bike-asphalt_svm,1,bike-asphalt,0.13205617421882787,0.13288905695529815,0.13618373019354685,0.13695148059300014,0.11996500718193209,0.12122726440429688
grass_svm,1,grass,0.32771694025345505,0.3332219947614751,0.37225765228271485,0.3736292495727539,0.5896346495613786,0.6414985656738281
tiles_svm,1,tiles,0.1342903431398434,0.13239724235948283,0.18960702514648436,0.19285962677001953,0.12438372602501806,0.15380096435546875
mozaik_svm,1,mozaik,0.15749816381074785,0.17199518138006933,0.7413750762939453,0.7442358169555664,0.060697121904121326,0.669708251953125
asphalt_svm,1,asphalt,0.2817838465727213,0.27533721268866024,0.29163172912597657,0.28646996307373046,0.18804719777515821,0.18808746337890625
clinkers_svm,1,clinkers,0.03738011772694053,0.07525762108679925,0.8481855392456055,0.8969110761369977,0.03605072265560892,0.663909912109375
bike-asphalt_svm,1,bike-asphalt,0.13205617421882787,0.13288905695529815,0.13618373019354685,0.13695148059300014,0.11996500718193209,0.12122726440429688
