tiles_svm,1,tiles,0.1342903431398434,0.13239724235948283,0.18960702514648436,0.19285962677001953
tiles_svm,1,tiles,0.1342903431398434,0.13239724235948283,0.18960702514648436,0.19285962677001953,0.12438372602501806,0.15380096435546875
