Experiment,Version,Epoch,Train Loss,Validation Loss,Train IoU,Validation IoU,Train Accuracy,Validation Accuracy
UNET_binary_grayscale_tiles,UNET_binary_grayscale_tiles_1704600440.442193,3,0.3804781985282898,0.41323214925825597,0.0,0.0,0.8478021025657654,0.8537709712982178
UNET_binary_grayscale_tiles,UNET_binary_grayscale_tiles_1704600440.442193,4,0.37525594562292097,0.41652386225759985,0.0,0.0,0.8478021025657654,0.8537709712982178
UNET_binary_grayscale_mozaik,UNET_binary_grayscale_mozaik_1704600437.00473,2,0.4289540947675705,0.3926772701740265,0.2464803010225296,0.40216007828712463,0.7847489714622498,0.8161739110946655
UNET_binary_grayscale_tiles,UNET_binary_grayscale_tiles_1704600440.442193,5,0.37155723631381987,0.4097718451172113,0.0,0.0,0.8478021025657654,0.8537709712982178
UNET_binary_grayscale_tiles,UNET_binary_grayscale_tiles_1704600440.442193,6,0.37236278295516967,0.3801989443600178,0.0,0.0,0.8478021025657654,0.8537709712982178
UNET_binary_grayscale_tiles,UNET_binary_grayscale_tiles_1704600440.442193,7,0.36860321313142774,0.3591091023385525,0.0,0.0,0.8478021025657654,0.8537709712982178
UNET_binary_grayscale_mozaik,UNET_binary_grayscale_mozaik_1704600437.00473,3,0.4137933302521706,0.5984042468070984,0.29313212633132935,0.41652795672416687,0.7966205477714539,0.7434403300285339
UNET_binary_grayscale_tiles,UNET_binary_grayscale_tiles_1704600440.442193,8,0.36557386502623557,0.366474614739418,0.0,0.0,0.8478021025657654,0.8537709712982178
UNET_binary_grayscale_tiles,UNET_binary_grayscale_tiles_1704600440.442193,9,0.36639636114239693,0.371941451728344,0.0,0.0,0.8478021025657654,0.8537709712982178
UNET_binary_grayscale_mozaik,UNET_binary_grayscale_mozaik_1704600437.00473,4,0.40506254506111145,0.4251482406258583,0.31680789589881897,0.45071789622306824,0.8031415343284607,0.8054437637329102
UNET_binary_grayscale_tiles,UNET_binary_grayscale_tiles_1704600440.442193,10,0.3634586940705776,0.35459623247385025,0.0,0.0,0.8478021025657654,0.8537709712982178
UNET_binary_grayscale_grass,UNET_binary_grayscale_grass_1704598639.714935,9,0.2158862821280532,0.22430527189039065,0.7351154088973999,0.6788973212242126,0.9091107845306396,0.8928906917572021
UNET_binary_grayscale_tiles,UNET_binary_grayscale_tiles_1704600440.442193,11,0.36391399562358856,0.3530276599526405,0.0,0.0,0.8478021025657654,0.8537709712982178
UNET_binary_grayscale_tiles,UNET_binary_grayscale_tiles_1704600440.442193,12,0.3617793171107769,0.35048373863101007,0.0,0.0,0.8478021025657654,0.8537709712982178
