Experiment_Name,Experiment_Version,Epoch,train_iou,train_accuracy,train_precision,train_recall,train_f1,train_iou_masked,train_accuracy_masked,train_precision_masked,train_recall_masked,train_f1_masked,train_train_loss,val_iou,val_accuracy,val_precision,val_recall,val_f1,val_iou_masked,val_accuracy_masked,val_precision_masked,val_recall_masked,val_f1_masked,val_eval_loss
DeepLabV3_binary_grayscale_clinkers,DeepLabV3_binary_grayscale_clinkers_MASKED_METRICS_1708023124.349605,1,0.16149891912937164,0.7299785614013672,0.22406108677387238,0.3664449155330658,0.2780870795249939,0.3664449155330658,0.3664449155330658,1.0,0.3664449155330658,0.5363478660583496,0.662100354830424,0.11740684509277344,0.11740684509277344,0.11740684509277344,1.0,0.2101416289806366,1.0,1.0,1.0,1.0,1.0,239.15442911783853
DeepLabV3_binary_grayscale_clinkers,DeepLabV3_binary_grayscale_clinkers_MASKED_METRICS_1708023124.349605,2,0.2339823991060257,0.6857742071151733,0.2634933292865753,0.6762864589691162,0.379231333732605,0.6762864589691162,0.6762864589691162,1.0,0.6762864589691162,0.8068864941596985,0.6993135611216227,0.11875803768634796,0.7056366205215454,0.15477903187274933,0.33787670731544495,0.21230334043502808,0.33787670731544495,0.33787670731544495,1.0,0.33787670731544495,0.5050939321517944,1.525480031967163
DeepLabV3_binary_grayscale_clinkers,DeepLabV3_binary_grayscale_clinkers_MASKED_METRICS_1708023124.349605,3,0.43241381645202637,0.8883236050605774,0.608093798160553,0.599478542804718,0.6037554740905762,0.599478542804718,0.599478542804718,1.0,0.599478542804718,0.7495924830436707,0.3651018639405568,0.10260052233934402,0.7076557278633118,0.13823825120925903,0.28468525409698486,0.18610642850399017,0.28468525409698486,0.28468525409698486,1.0,0.28468525409698486,0.44319844245910645,826.0267944335938
DeepLabV3_binary_grayscale_mozaik,DeepLabV3_binary_grayscale_mozaik_MASKED_METRICS_1708023131.333922,1,0.16539204120635986,0.6110466122627258,0.31768104434013367,0.2565135955810547,0.28383931517601013,0.2565135955810547,0.2565135955810547,1.0,0.2565135955810547,0.4082942008972168,0.9289881984392802,0.18171733617782593,0.48055076599121094,0.25786370038986206,0.3809473514556885,0.3075478971004486,0.3809473514556885,0.3809473514556885,1.0,0.3809473514556885,0.5517188310623169,6.346193154652913
DeepLabV3_binary_grayscale_mozaik,DeepLabV3_binary_grayscale_mozaik_MASKED_METRICS_1708023131.333922,2,0.34817251563072205,0.5516353845596313,0.38204696774482727,0.7970285415649414,0.5165103077888489,0.7970285415649414,0.7970285415649414,1.0,0.7970285415649414,0.8870516419410706,0.7780293623606364,0.11685271561145782,0.6250804662704468,0.2895529568195343,0.16382211446762085,0.20925357937812805,0.16382211446762085,0.16382211446762085,1.0,0.16382211446762085,0.28152433037757874,25.707495371500652
DeepLabV3_binary_grayscale_mozaik,DeepLabV3_binary_grayscale_mozaik_MASKED_METRICS_1708023131.333922,3,0.40162232518196106,0.626604437828064,0.4365033507347107,0.8340504169464111,0.5730820894241333,0.8340504169464111,0.8340504169464111,1.0,0.8340504169464111,0.9095174074172974,0.545884927113851,0.26659464836120605,0.4588203430175781,0.3113600015640259,0.6496472954750061,0.4209628403186798,0.6496472954750061,0.6496472954750061,1.0,0.6496472954750061,0.7876195907592773,7.29559326171875
DeepLabV3_binary_grayscale_grass,DeepLabV3_binary_grayscale_grass_MASKED_METRICS_1708024624.966484,1,0.23443816602230072,0.6966045498847961,0.3838098645210266,0.3759313225746155,0.3798297345638275,0.3759313225746155,0.3759313225746155,1.0,0.3759313225746155,0.5464390516281128,0.7534585197766622,0.12631827592849731,0.7390609979629517,0.6917029619216919,0.13385440409183502,0.2243029922246933,0.13385440409183502,0.13385440409183502,1.0,0.13385440409183502,0.23610511422157288,17.033425013224285
DeepLabV3_binary_grayscale_grass,DeepLabV3_binary_grayscale_grass_MASKED_METRICS_1708024624.966484,2,0.31864574551582336,0.7126472592353821,0.4349316358566284,0.5437533259391785,0.48329243063926697,0.5437533259391785,0.5437533259391785,1.0,0.5437533259391785,0.7044562101364136,0.5552149812380472,0.04077460989356041,0.6213916540145874,0.12481140345335007,0.05710051208734512,0.0783543512225151,0.05710051208734512,0.05710051208734512,1.0,0.05710051208734512,0.10803232342004776,46033.0703125
DeepLabV3_binary_grayscale_grass,DeepLabV3_binary_grayscale_grass_MASKED_METRICS_1708024624.966484,3,0.553985595703125,0.8401744961738586,0.6409647464752197,0.8032432198524475,0.7129867672920227,0.8032432198524475,0.8032432198524475,1.0,0.8032432198524475,0.8908872604370117,0.3635401725769043,0.027935108169913292,0.7154033780097961,0.4281321167945862,0.029017873108386993,0.054351892322301865,0.029017873108386993,0.029017873108386993,1.0,0.029017873108386993,0.056399159133434296,72247.87109375
DeepLabV3_binary_grayscale_mozaik,DeepLabV3_binary_grayscale_mozaik_MASKED_METRICS_1708024636.376234,1,0.16544297337532043,0.6110591888427734,0.31773650646209717,0.25659993290901184,0.28391432762145996,0.25659993290901184,0.25659993290901184,1.0,0.25659993290901184,0.40840354561805725,0.9289295673370361,0.17927297949790955,0.4981681704521179,0.2620806097984314,0.3619954586029053,0.3040398359298706,0.3619954586029053,0.3619954586029053,1.0,0.3619954586029053,0.531566321849823,6.831600666046143
DeepLabV3_binary_grayscale_mozaik,DeepLabV3_binary_grayscale_mozaik_MASKED_METRICS_1708024636.376234,2,0.34782567620277405,0.5552123785018921,0.38338878750801086,0.7894622087478638,0.5161285996437073,0.7894622087478638,0.7894622087478638,1.0,0.7894622087478638,0.8823457360267639,0.7808035214742025,0.045941147953271866,0.6732898950576782,0.2841600477695465,0.05195389315485954,0.08784652501344681,0.05195389315485954,0.05195389315485954,1.0,0.05195389315485954,0.09877599030733109,29.246191024780273
DeepLabV3_binary_grayscale_mozaik,DeepLabV3_binary_grayscale_mozaik_MASKED_METRICS_1708024636.376234,3,0.38962432742118835,0.6092903017997742,0.4234110116958618,0.8300107717514038,0.5607621073722839,0.8300107717514038,0.8300107717514038,1.0,0.8300107717514038,0.9071102738380432,0.5488509734471639,0.10697110742330551,0.6268154382705688,0.2797752022743225,0.14762282371520996,0.19326812028884888,0.14762282371520996,0.14762282371520996,1.0,0.14762282371520996,0.25726714730262756,1.8483773867289226
DeepLabV3_binary_grayscale_grass,DeepLabV3_binary_grayscale_grass_MASKED_METRICS_1708025229.319125,1,0.23475219309329987,0.6967628598213196,0.384170264005661,0.37639284133911133,0.3802417814731598,0.37639284133911133,0.37639284133911133,1.0,0.37639284133911133,0.5469264388084412,0.7522491017977396,0.13518768548965454,0.7410514950752258,0.6972448825836182,0.1436181664466858,0.23817679286003113,0.1436181664466858,0.1436181664466858,1.0,0.1436181664466858,0.2511645555496216,19.705673853556316
DeepLabV3_binary_grayscale_grass,DeepLabV3_binary_grayscale_grass_MASKED_METRICS_1708025229.319125,2,0.30542540550231934,0.7122100591659546,0.4308132529258728,0.512050986289978,0.4679323732852936,0.512050986289978,0.512050986289978,1.0,0.512050986289978,0.6772933006286621,0.5859344303607941,0.04761132597923279,0.47799187898635864,0.08926296979188919,0.09258785843849182,0.09089501947164536,0.09258785843849182,0.09258785843849182,1.0,0.09258785843849182,0.16948358714580536,76969.01822916667
DeepLabV3_binary_grayscale_grass,DeepLabV3_binary_grayscale_grass_MASKED_METRICS_1708025229.319125,3,0.4965546727180481,0.8444526791572571,0.7127752304077148,0.6207671165466309,0.6635971069335938,0.6207671165466309,0.6207671165466309,1.0,0.6207671165466309,0.76601642370224,0.40246687332789105,0.023975253105163574,0.6631183624267578,0.11560598015785217,0.029360294342041016,0.04682779684662819,0.029360294342041016,0.029360294342041016,1.0,0.029360294342041016,0.05704570934176445,11663.5400390625
DeepLabV3_binary_grayscale_mozaik,DeepLabV3_binary_grayscale_mozaik_MASKED_METRICS_1708025242.177839,1,0.16528931260108948,0.6110016107559204,0.31754928827285767,0.25635236501693726,0.2836880087852478,0.25635236501693726,0.25635236501693726,1.0,0.25635236501693726,0.40808993577957153,0.9283244013786316,0.16955341398715973,0.48599737882614136,0.24922657012939453,0.34656840562820435,0.2899455726146698,0.34656840562820435,0.34656840562820435,1.0,0.34656840562820435,0.5147430896759033,7.364077885945638
DeepLabV3_binary_grayscale_mozaik,DeepLabV3_binary_grayscale_mozaik_MASKED_METRICS_1708025242.177839,2,0.35316187143325806,0.5584487915039062,0.38682395219802856,0.8023059368133545,0.5219802260398865,0.8023059368133545,0.8023059368133545,1.0,0.8023059368133545,0.890310525894165,0.7752150893211365,0.07588356733322144,0.6619464755058289,0.30584847927093506,0.09167170524597168,0.14106278121471405,0.09167170524597168,0.09167170524597168,1.0,0.09167170524597168,0.16794738173484802,58.26128387451172
